temperature,humidity,pressure,Temperature Index,Humidity Index,Pressure Index,Misery Index
0.27777777777777773,1.679302556120626,0.46511627906976827,-0.94057320184,0.94,-0.07754880000000242,0.6462005564541156
0.2962962962962963,1.4903351443303179,0.44186046511628163,-0.9230421040000001,0.9199999999999999,-0.12405199999999894,0.6491614431623518
0.25925925925925924,1.3402004659340858,0.44186046511628163,-0.95640813376,0.9000000000000001,-0.12405199999999894,0.6535723715214521
0.3333333333333333,0.810909895029389,0.44186046511628163,-0.88289141056,0.8,-0.12405199999999894,0.5963100543723817
0.3888888888888889,0.7397372194138896,0.3953488372093048,-0.809944126,0.78,-0.2170583999999991,0.5963295630803107
0.3518518518518518,0.5984352524007998,0.3720930232558146,-0.86027181496,0.74,-0.2635616000000027,0.6150843454867325
0.25925925925925924,0.40471680821774864,0.41860465116279144,-0.95640813376,0.6799999999999999,-0.17055520000000257,0.5963166292348859
0.24074074074074078,0.24584036910272755,0.3953488372093048,-0.97054689976,0.6200000000000001,-0.2170583999999991,0.5965284846688337
0.22222222222222224,0.10053459398770496,0.3720930232558146,-0.98298949984,0.56,-0.2635616000000027,0.5961805877684999
0.22222222222222224,-0.043924024540264145,0.3720930232558146,-0.98298949984,0.5,-0.2635616000000027,0.5763799658711851
0.22222222222222224,-0.18165197670757263,0.3720930232558146,-0.98298949984,0.43999999999999995,-0.2635616000000027,0.5565793439738704
0.22222222222222224,-0.5879638515001888,0.3720930232558146,-0.98298949984,0.26,-0.2635616000000027,0.49717747828192616
0.25925925925925924,-1.002056477837372,0.348837209302328,-0.95640813376,0.10000000000000009,-0.31006479999999925,0.4509502315716028
0.22222222222222224,-0.839121020439341,0.3953488372093048,-0.98298949984,0.15999999999999992,-0.2170583999999991,0.44882990378281357
0.20370370370370372,-0.839121020439341,0.41860465116279144,-0.993735934,0.15999999999999992,-0.17055520000000257,0.4370298004383371
0.16666666666666666,-0.6363865203698571,0.41860465116279144,-1.0101403045600001,0.24,-0.17055520000000257,0.46884424195012353
0.16666666666666666,-0.5879638515001888,0.3953488372093048,-1.0101403045600001,0.26,-0.2170583999999991,0.49079098725281406
0.14814814814814817,-0.49638951717942453,0.3953488372093048,-1.01579824096,0.30000000000000004,-0.2170583999999991,0.5058585795072814
0.12962962962962965,-0.5423352337895949,0.3255813953488378,-1.01976001144,0.28,-0.3565680000000029,0.5466054115409118
0.16666666666666666,-0.8920383589928601,0.3255813953488378,-1.0101403045600001,0.14000000000000012,-0.3565680000000029,0.4972293574689462
0.22222222222222224,-1.002056477837372,0.2558139534883743,-0.98298949984,0.10000000000000009,-0.49607759999999956,0.5211085099070197
0.20370370370370372,-0.6879385303621102,0.30232558139535115,-0.993735934,0.21999999999999997,-0.4030711999999994,0.5335631123535848
0.22222222222222224,-0.49638951717942453,0.3255813953488378,-0.98298949984,0.30000000000000004,-0.3565680000000029,0.5410709688873097
0.20370370370370372,-0.45008014513662276,0.348837209302328,-0.993735934,0.32000000000000006,-0.31006479999999925,0.5358710728419357
0.22222222222222224,-0.49638951717942453,0.348837209302328,-0.98298949984,0.30000000000000004,-0.31006479999999925,0.5257244308837217
0.20370370370370372,-0.3601717239541596,0.3720930232558146,-0.993735934,0.3600000000000001,-0.2635616000000027,0.5337249494365599
0.22222222222222224,-0.31369361093641385,0.348837209302328,-0.98298949984,0.3800000000000001,-0.31006479999999925,0.5521252600801413
0.24074074074074078,-0.5879638515001888,0.3720930232558146,-0.97054689976,0.26,-0.2635616000000027,0.4930712912885332
0.27777777777777773,-0.785036049876892,0.3255813953488378,-0.94057320184,0.17999999999999994,-0.3565680000000029,0.4874719071096497
0.25925925925925924,-0.49638951717942453,0.3255813953488378,-0.95640813376,0.30000000000000004,-0.3565680000000029,0.5322988425662398
0.25925925925925924,-0.22391579796511601,0.3720930232558146,-0.95640813376,0.41999999999999993,-0.2635616000000027,0.5412070103536958
0.24074074074074078,-0.22391579796511601,0.3720930232558146,-0.97054689976,0.41999999999999993,-0.2635616000000027,0.5458729496813725
0.24074074074074078,-0.22391579796511601,0.3720930232558146,-0.97054689976,0.41999999999999993,-0.2635616000000027,0.5458729496813725
0.22222222222222224,-0.043924024540264145,0.3953488372093048,-0.98298949984,0.5,-0.2170583999999991,0.5610334278675971
